listid,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03,yasb
Paul Owen#2,galacticempire,scarifbasepilot,tiereaper,45,1,0,0,staticdischargevanes,,,,,,,,,,1,6,2,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WW76WY186XWW109Y224XWY178XW311W&sn=Random%20Squad&obs=
Paul Owen#2,galacticempire,seynmarana,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WW76WY186XWW109Y224XWY178XW311W&sn=Random%20Squad&obs=
Paul Owen#2,galacticempire,tempestsquadronpilot,tieadvancedx1,42,1,0,0,magpulsewarheads,,,,,,,,,,3,3,2,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WW76WY186XWW109Y224XWY178XW311W&sn=Random%20Squad&obs=
PaulHeaver#1,galacticempire,lieutenantsai,lambdaclasst4ashuttle,65,3,0,0,directorkrennic,advancedsensors,st321,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166X111WWW28WW162Y206X234WWWWWW166Y191XWWW102WWWWY225XW&sn=Random%20Squad&obs=
PaulHeaver#1,galacticempire,deathfire,tiesabomber,47,2,0,0,stealthdevice,plasmatorpedoes,,,,,,,,,2,6,0,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166X111WWW28WW162Y206X234WWWWWW166Y191XWWW102WWWWY225XW&sn=Random%20Squad&obs=
PaulHeaver#1,galacticempire,redline,tiecapunisher,59,1,0,0,protonrockets,,,,,,,,,,1,6,3,2,5,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166X111WWW28WW162Y206X234WWWWWW166Y191XWWW102WWWWY225XW&sn=Random%20Squad&obs=
PaulHeaver#1,galacticempire,valenrudor,tielnfighter,27,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166X111WWW28WW162Y206X234WWWWWW166Y191XWWW102WWWWY225XW&sn=Random%20Squad&obs=
PaulHeaver#2,scumandvillainy,drearenthal,btla4ywing,81,6,0,0,r5p8,protonbombs,bossk,sparepartscanisters,advprotontorpedoes,dorsalturret,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z86XW137W134W78W8W69WW215Y157X133W102W91W165Y122XWWWWY139XW&sn=Random%20Squad&obs=
PaulHeaver#2,scumandvillainy,kaatoleeachos,z95af4headhunter,48,4,0,0,cloakingdevice,protonrockets,shieldupgrade,trickshot,,,,,,,2,2,3,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z86XW137W134W78W8W69WW215Y157X133W102W91W165Y122XWWWWY139XW&sn=Random%20Squad&obs=
PaulHeaver#2,scumandvillainy,captainjostero,kihraxzfighter,42,0,0,0,,,,,,,,,,,2,5,1,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z86XW137W134W78W8W69WW215Y157X133W102W91W165Y122XWWWWY139XW&sn=Random%20Squad&obs=
PaulHeaver#2,scumandvillainy,cartelspacer,m3ainterceptor,25,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z86XW137W134W78W8W69WW215Y157X133W102W91W165Y122XWWWWY139XW&sn=Random%20Squad&obs=
Pbpancho#1,rebelalliance,talasquadronpilot,z95af4headhunter,35,3,0,0,concussionmissiles,electronicbaffle,intimidation,,,,,,,,2,2,2,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56X122W99W106Y39XWWWW109W157WY60XW54W&sn=Random%20Squad&obs=
Pbpancho#1,rebelalliance,dashrendar,yt2400lightfreighter,111,2,0,0,staticdischargevanes,outrider,,,,,,,,,2,6,4,4,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56X122W99W106Y39XWWWW109W157WY60XW54W&sn=Random%20Squad&obs=
Pbpancho#1,rebelalliance,kashyyykdefender,auzituckgunship,52,1,0,0,perceptivecopilot,,,,,,,,,,1,6,2,3,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56X122W99W106Y39XWWWW109W157WY60XW54W&sn=Random%20Squad&obs=
Pbpancho#2,galacticempire,captainoicunn,vt49decimator,85,2,0,0,isbslicer,clustermines,,,,,,,,,0,12,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207X127W134W311WW86W317WW106Y202XW86W164Y215XWWWW38WW316WW&sn=Random%20Squad&obs=
pekka#1,rebelalliance,airencracken,z95af4headhunter,52,3,0,0,concussionmissiles,stealthdevice,swarmtactics,,,,,,,,2,2,2,2,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z54X132W99W166Y52XWWY60X46W314WY59XWWW&sn=Random%20Squad&obs=
pekka#1,rebelalliance,greensquadronpilot,rz1awing,32,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z54X132W99W166Y52XWWY60X46W314WY59XWWW&sn=Random%20Squad&obs=
pekka#1,rebelalliance,kashyyykdefender,auzituckgunship,59,2,0,0,leiaorgana,k2so,,,,,,,,,1,6,2,3,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z54X132W99W166Y52XWWY60X46W314WY59XWWW&sn=Random%20Squad&obs=
pekka#1,rebelalliance,lowhhrick,auzituckgunship,52,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z54X132W99W166Y52XWWY60X46W314WY59XWWW&sn=Random%20Squad&obs=
pekka#2,firstorder,rush,tievnsilencer,63,1,0,0,primedthrusters,,,,,,,,,,3,4,2,3,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X178WWY384XWW98WY384XW177WWY262XWW&sn=Random%20Squad&obs=
pekka#2,firstorder,firstorderprovocateur,tiebainterceptor,50,1,0,0,clustermissiles,,,,,,,,,,3,2,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X178WWY384XWW98WY384XW177WWY262XWW&sn=Random%20Squad&obs=
pekka#2,firstorder,firstorderprovocateur,tiebainterceptor,51,1,0,0,targetingsynchronizer,,,,,,,,,,3,2,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X178WWY384XWW98WY384XW177WWY262XWW&sn=Random%20Squad&obs=
pekka#2,firstorder,scorch,tiefofighter,33,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X178WWY384XWW98WY384XW177WWY262XWW&sn=Random%20Squad&obs=
pete lambro#1,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,33,1,0,0,concussionmissiles,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW99WY277XWW200WY333XWWWY339XWWWWY275XWWW&sn=Random%20Squad&obs=
pete lambro#1,galacticrepublic,jediknight,delta7aethersprite,39,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW99WY277XWW200WY333XWWWY339XWWWWY275XWWW&sn=Random%20Squad&obs=
pete lambro#1,galacticrepublic,ricolie,nabooroyaln1starfighter,42,0,0,0,,,,,,,,,,,2,3,2,2,5,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW99WY277XWW200WY333XWWWY339XWWWWY275XWWW&sn=Random%20Squad&obs=
pete lambro#1,galacticrepublic,jag,arc170starfighter,48,0,0,0,,,,,,,,,,,1,6,3,3,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW99WY277XWW200WY333XWWWY339XWWWWY275XWWW&sn=Random%20Squad&obs=
pete lambro#1,galacticrepublic,barrissoffee,delta7aethersprite,38,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320XW99WY277XWW200WY333XWWWY339XWWWWY275XWWW&sn=Random%20Squad&obs=
pete lambro#2,scumandvillainy,ketsuonyo,lancerclasspursuitcraft,76,3,0,0,unkarplutt,riggedcargochute,shadowcaster,,,,,,,,2,8,2,3,5,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z126XW64W96WWW160Y147X131WW135WWY143X206WWW93W&sn=Random%20Squad&obs=
pete lambro#2,scumandvillainy,guri,starviperclassattackplatform,82,2,0,0,squadleader,iontorpedoes,,,,,,,,,3,4,1,3,5,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z126XW64W96WWW160Y147X131WW135WWY143X206WWW93W&sn=Random%20Squad&obs=
pete lambro#2,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,37,2,0,0,deadmansswitch,patternanalyzer,,,,,,,,,2,5,0,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z126XW64W96WWW160Y147X131WW135WWY143X206WWW93W&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,39,2,0,0,connernets,targetingcomputer,,,,,,,,,2,5,0,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,outerrimpioneer,escapecraft,37,2,0,0,freelanceslicer,shieldupgrade,,,,,,,,,2,2,3,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,inaldra,m3ainterceptor,38,1,0,0,stealthdevice,,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,blacksunsoldier,z95af4headhunter,32,2,0,0,magpulsewarheads,electronicbaffle,,,,,,,,,2,2,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#1,scumandvillainy,overseeryushyn,modifiedtielnfighter,26,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWW68WW249Y94XW30W165Y137X166WY158XW311WW106Y158XWWWY303X&sn=Random%20Squad&obs=
Phillip Pond#2,firstorder,backdraft,tiesffighter,68,5,0,0,protonrockets,hullupgrade,firecontrolsystem,juke,primedthrusters,,,,,,2,4,3,2,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X123W178W102WW113W164Y264X133W186WY283XWWWY267XW178W&sn=Random%20Squad&obs=
Phillip Pond#2,firstorder,static,tiefofighter,41,2,0,0,trickshot,advancedoptics,,,,,,,,,3,3,1,2,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X123W178W102WW113W164Y264X133W186WY283XWWWY267XW178W&sn=Random%20Squad&obs=
Phillip Pond#2,firstorder,avenger,tievnsilencer,56,0,0,0,,,,,,,,,,,3,4,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X123W178W102WW113W164Y264X133W186WY283XWWWY267XW178W&sn=Random%20Squad&obs=
Phillip Pond#2,firstorder,omegasquadronace,tiefofighter,35,1,0,0,primedthrusters,,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X123W178W102WW113W164Y264X133W186WY283XWWWY267XW178W&sn=Random%20Squad&obs=
Phoenixfire1138#1,scumandvillainy,overseeryushyn,modifiedtielnfighter,26,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303XY148XW114W136W165W163WY147XW240W136WW&sn=Random%20Squad&obs=
Phoenixfire1138#1,scumandvillainy,princexizor,starviperclassattackplatform,89,4,0,0,shieldupgrade,trajectorysimulator,virago,protontorpedoes,,,,,,,3,4,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303XY148XW114W136W165W163WY147XW240W136WW&sn=Random%20Squad&obs=
Phoenixfire1138#1,scumandvillainy,guri,starviperclassattackplatform,80,2,0,0,passivesensors,protontorpedoes,,,,,,,,,3,4,1,3,5,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303XY148XW114W136W165W163WY147XW240W136WW&sn=Random%20Squad&obs=
Phoenixfire1138#2,separatistalliance,bombardmentdrone,hyenaclassdroidbomber,52,4,0,0,connernets,proximitymines,hullupgrade,collisiondetector,,,,,,,2,6,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X112W68W70W164WY309XWWY308XWWY272XWW234WWWW106WW&sn=Random%20Squad&obs=
Phoenixfire1138#2,separatistalliance,precisehunter,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X112W68W70W164WY309XWWY308XWWY272XWW234WWWW106WW&sn=Random%20Squad&obs=
Phoenixfire1138#2,separatistalliance,captainsear,belbullab22starfighter,45,0,0,0,,,,,,,,,,,2,3,2,3,2,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X112W68W70W164WY309XWWY308XWWY272XWW234WWWW106WW&sn=Random%20Squad&obs=
Phoenixfire1138#2,separatistalliance,darthmaul,sithinfiltrator,76,2,0,0,electronicbaffle,plasmatorpedoes,,,,,,,,,1,6,4,3,5,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X112W68W70W164WY309XWWY308XWWY272XWW234WWWW106WW&sn=Random%20Squad&obs=
plammi#1,firstorder,zetasquadronsurvivor,tiesffighter,58,4,0,0,specialforcesgunner,homingmissiles,staticdischargevanes,patternanalyzer,,,,,,,2,3,3,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X206W100W182WW109Y284X117WW136W311Y283X122WWW&sn=Random%20Squad&obs=
plammi#1,firstorder,recoil,tievnsilencer,78,3,0,0,magpulsewarheads,daredevil,protontorpedoes,,,,,,,,3,4,2,3,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X206W100W182WW109Y284X117WW136W311Y283X122WWW&sn=Random%20Squad&obs=
plammi#1,firstorder,avenger,tievnsilencer,59,1,0,0,intimidation,,,,,,,,,,3,4,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X206W100W182WW109Y284X117WW136W311Y283X122WWW&sn=Random%20Squad&obs=
plammi#2,galacticempire,deathfire,tiesabomber,59,4,0,0,electroprotonbomb,protonbombs,skilledbombardier,barragerockets,,,,,,,2,6,0,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW97W88W235W69WY227X116WY163XWW234WWWY394XWW102Y229X&sn=Random%20Squad&obs=
plammi#2,galacticempire,blacksquadronace,tielnfighter,26,1,0,0,crackshot,,,,,,,,,,3,3,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW97W88W235W69WY227X116WY163XWW234WWWY394XWW102Y229X&sn=Random%20Squad&obs=
plammi#2,galacticempire,rhosquadronpilot,alphaclassstarwing,44,1,0,0,plasmatorpedoes,,,,,,,,,,2,4,3,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW97W88W235W69WY227X116WY163XWW234WWWY394XWW102Y229X&sn=Random%20Squad&obs=
plammi#2,galacticempire,fifthbrother,tieadvancedv1,49,1,0,0,protonrockets,,,,,,,,,,3,2,2,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW97W88W235W69WY227X116WY163XWW234WWWY394XWW102Y229X&sn=Random%20Squad&obs=
plammi#2,galacticempire,academypilot,tielnfighter,22,0,0,0,,,,,,,,,,,3,3,0,2,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW97W88W235W69WY227X116WY163XWW234WWWY394XWW102Y229X&sn=Random%20Squad&obs=
Pmeier#1,rebelalliance,kylekatarn,hwk290lightfreighter,50,3,0,0,ionbombs,staticdischargevanes,trickshot,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z32X130W113WW59W236W140Y48X133W317WWW109WY16X108Y73XWWWWWW&sn=Random%20Squad&obs=
Pmeier#1,rebelalliance,braylenstramm,asf01bwing,52,0,0,0,,,,,,,,,,,1,4,4,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z32X130W113WW59W236W140Y48X133W317WWW109WY16X108Y73XWWWWWW&sn=Random%20Squad&obs=
Pmeier#2,scumandvillainy,bountyhunter,firesprayclasspatrolcraft,78,5,0,0,autoblasters,cadbane,seismiccharges,ionmissiles,electronicbaffle,,,,,,2,6,4,3,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z108X232W101W20W71WW106WY159X101WWY86XWWW85WWWWY141XWWWW&sn=Random%20Squad&obs=
Pmeier#2,scumandvillainy,binayrepirate,z95af4headhunter,26,1,0,0,ionmissiles,,,,,,,,,,2,2,2,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z108X232W101W20W71WW106WY159X101WWY86XWWW85WWWWY141XWWWW&sn=Random%20Squad&obs=
Pmeier#2,scumandvillainy,drearenthal,btla4ywing,59,1,0,0,hansolo-gunner,,,,,,,,,,1,6,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z108X232W101W20W71WW106WY159X101WWY86XWWW85WWWWY141XWWWW&sn=Random%20Squad&obs=
Pmeier#2,scumandvillainy,sarcoplank,quadrijettransferspacetug,32,0,0,0,,,,,,,,,,,2,5,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z108X232W101W20W71WW106WY159X101WWY86XWWW85WWWWY141XWWWW&sn=Random%20Squad&obs=
PorgAndy#1,resistance,rosetico,resistancetransportpod,39,3,0,0,ga97,angleddeflectors,debrisgambit,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X118WW230W247Y260X113W177W245WW187W316W71WY347XWWW59WWWY350XWWW&sn=Random%20Squad&obs=
PorgAndy#1,resistance,cobaltsquadronbomber,mg100starfortress,91,6,0,0,korrsella,clustermines,seismiccharges,rey-gunner,firecontrolsystem,targetingsynchronizer,,,,,1,9,3,3,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X118WW230W247Y260X113W177W245WW187W316W71WY347XWWW59WWWY350XWWW&sn=Random%20Squad&obs=
PorgAndy#1,resistance,pammichnerrogoode,resistancetransport,41,1,0,0,seasonednavigator,,,,,,,,,,1,5,3,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X118WW230W247Y260X113W177W245WW187W316W71WY347XWWW59WWWY350XWWW&sn=Random%20Squad&obs=
PorgAndy#1,resistance,finn,resistancetransportpod,29,0,0,0,,,,,,,,,,,2,3,1,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X118WW230W247Y260X113W177W245WW187W316W71WY347XWWW59WWWY350XWWW&sn=Random%20Squad&obs=
PorgAndy#2,firstorder,firstorderprovocateur,tiebainterceptor,59,3,0,0,concussionmissiles,angleddeflectors,patternanalyzer,,,,,,,,3,2,1,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW206W99W247Y381X116WW99WY237X124WWW100&sn=Random%20Squad&obs=
PorgAndy#2,firstorder,majorvonreg,tiebainterceptor,64,2,0,0,concussionmissiles,crackshot,,,,,,,,,3,2,2,3,6,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW206W99W247Y381X116WW99WY237X124WWW100&sn=Random%20Squad&obs=
PorgAndy#2,firstorder,blackout,tievnsilencer,73,2,0,0,homingmissiles,lonewolf,,,,,,,,,3,4,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW206W99W247Y381X116WW99WY237X124WWW100&sn=Random%20Squad&obs=
PorgHealy#1,firstorder,tn3465,tiefofighter,37,2,0,0,angleddeflectors,primedthrusters,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X133W178W98W236Y261X178W247Y290X186W164Y385X181WWWW112W&sn=Random%20Squad&obs=
PorgHealy#1,firstorder,null,tiefofighter,41,2,0,0,hullupgrade,advancedoptics,,,,,,,,,3,4,1,2,0,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X133W178W98W236Y261X178W247Y290X186W164Y385X181WWWW112W&sn=Random%20Squad&obs=
PorgHealy#1,firstorder,captainphasma,tiesffighter,47,2,0,0,collisiondetector,fanatical,,,,,,,,,2,3,3,2,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383X133W178W98W236Y261X178W247Y290X186W164Y385X181WWWW112W&sn=Random%20Squad&obs=
PorgHealy#2,scumandvillainy,manaroo,jumpmaster5000,61,3,0,0,jammingbeam,ig88d,protontorpedoes,,,,,,,,2,6,3,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z117XW136W12W36WWWWY105X115W232W99W47WWW247W153WY141X206WWWW&sn=Random%20Squad&obs=
PorgHealy#2,scumandvillainy,kathscarlet,firesprayclasspatrolcraft,98,6,0,0,autoblasters,lattsrazzi,concussionmissiles,angleddeflectors,composure,marauder,,,,,2,6,3,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z117XW136W12W36WWWWY105X115W232W99W47WWW247W153WY141X206WWWW&sn=Random%20Squad&obs=
PorgHealy#2,scumandvillainy,sarcoplank,quadrijettransferspacetug,37,1,0,0,patternanalyzer,,,,,,,,,,2,5,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z117XW136W12W36WWWWY105X115W232W99W47WWW247W153WY141X206WWWW&sn=Random%20Squad&obs=
PorgLeader#1,resistance,zizitlo,rz2awing,51,3,0,0,ionmissiles,crackshot,ferrospherepaint,,,,,,,,3,2,2,2,5,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387XW116W101W198Y292X240WWW90W189WWW103Y246XWWWWWWW&sn=Random%20Squad&obs=
PorgLeader#1,resistance,chewbacca-scavengedyt1300,scavengedyt1300,63,0,0,0,,,,,,,,,,,1,8,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387XW116W101W198Y292X240WWW90W189WWW103Y246XWWWWWWW&sn=Random%20Squad&obs=
PorgLeader#2,scumandvillainy,sarcoplank,quadrijettransferspacetug,42,2,0,0,informant,patternanalyzer,,,,,,,,,2,5,0,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147X123W240WWW163WY151XWWWY93XWW&sn=Random%20Squad&obs=
PorgLeader#2,scumandvillainy,guri,starviperclassattackplatform,82,3,0,0,passivesensors,juke,virago,,,,,,,,3,4,2,3,5,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147X123W240WWW163WY151XWWWY93XWW&sn=Random%20Squad&obs=
PorgLeader#2,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147X123W240WWW163WY151XWWWY93XWW&sn=Random%20Squad&obs=
PorgLeader#2,scumandvillainy,landocalrissian-escapecraft,escapecraft,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147X123W240WWW163WY151XWWWY93XWW&sn=Random%20Squad&obs=
PoultryBane#1,galacticempire,rhosquadronpilot,alphaclassstarwing,64,7,0,0,autoblasters,xg1assaultconfiguration,concussionmissiles,afterburners,firecontrolsystem,swarmtactics,plasmatorpedoes,,,,2,4,3,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X132W113W234W99W105W144W232Y226X105Y213X82W316W166Y175XW240WW&sn=Random%20Squad&obs=
PoultryBane#1,galacticempire,nightbeast,tielnfighter,31,1,0,0,afterburners,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X132W113W234W99W105W144W232Y226X105Y213X82W316W166Y175XW240WW&sn=Random%20Squad&obs=
PoultryBane#1,galacticempire,planetarysentinel,tieskstriker,56,3,0,0,clustermines,fifthbrother,stealthdevice,,,,,,,,2,4,0,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X132W113W234W99W105W144W232Y226X105Y213X82W316W166Y175XW240WW&sn=Random%20Squad&obs=
PoultryBane#1,galacticempire,vedfoslo,tieadvancedx1,47,1,0,0,passivesensors,,,,,,,,,,3,3,2,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X132W113W234W99W105W144W232Y226X105Y213X82W316W166Y175XW240WW&sn=Random%20Squad&obs=
PoultryBane#2,resistance,finchdallow,mg100starfortress,84,3,0,0,clustermines,veteranturretgunner,targetingsynchronizer,,,,,,,,1,9,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XW177WW90WWW316WY347XW232W136WWW196WY350X124WWWY349XWWW&sn=Random%20Squad&obs=
PoultryBane#2,resistance,pammichnerrogoode,resistancetransport,55,3,0,0,bbastromech,autoblasters,protontorpedoes,,,,,,,,1,5,3,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XW177WW90WWW316WY347XW232W136WWW196WY350X124WWWY349XWWW&sn=Random%20Squad&obs=
PoultryBane#2,resistance,finn,resistancetransportpod,34,1,0,0,lonewolf,,,,,,,,,,2,3,1,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XW177WW90WWW316WY347XW232W136WWW196WY350X124WWWY349XWWW&sn=Random%20Squad&obs=
