name,rank,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Tommy Adams,512,separatistalliance,separatistdrone,vultureclassdroidfighter,31,3,0,0,discordmissiles,grapplingstruts,hullupgrade,,,,,,,,2,4,0,2,3,,,,
Tommy Adams,512,separatistalliance,tradefederationdrone,vultureclassdroidfighter,30,3,0,0,discordmissiles,grapplingstruts,stealthdevice,,,,,,,,2,3,0,2,1,,,,
Tommy Adams,512,separatistalliance,darkcourier,sithinfiltrator,94,7,0,0,heavylasercannon,plasmatorpedoes,novicetechnician,countdooku,connernets,scimitar,tv94,,,,1,6,4,3,2,,,,
Tommy Adams,512,separatistalliance,petranakiarenaace,nantexclassstarfighter,44,2,0,0,composure,graviticdeflection,,,,,,,,,3,4,0,3,4,,,,
Lee Holland,512,rebelalliance,wullffwarro,auzituckgunship,60,2,0,0,zeborrelios,targetingcomputer,,,,,,,,,1,6,2,3,4,,,,
Lee Holland,512,rebelalliance,evaanverlaine,btla4ywing,40,1,0,0,ioncannonturret,,,,,,,,,,1,6,2,2,3,,,,
Lee Holland,512,rebelalliance,rebelscout,hwk290lightfreighter,48,1,0,0,moldycrow,,,,,,,,,,2,3,2,2,2,,,,
Lee Holland,512,rebelalliance,knavesquadronescort,ewing,52,1,0,0,firecontrolsystem,,,,,,,,,,3,3,3,3,2,,,,
Thomas Correnti,512,galacticempire,gammasquadronace,tiesabomber,57,3,0,0,squadleader,barragerockets,fifthbrother,,,,,,,,2,6,0,2,3,,,,
Thomas Correnti,512,galacticempire,lieutenantkarsabi,alphaclassstarwing,51,2,0,0,crackshot,protontorpedoes,,,,,,,,,2,4,3,2,3,,,,
Thomas Correnti,512,galacticempire,coloneljendon,lambdaclasst4ashuttle,52,1,0,0,directorkrennic,,,,,,,,,,1,6,4,3,3,,,,
Thomas Correnti,512,galacticempire,blacksquadronscout,tieskstriker,34,0,0,0,,,,,,,,,,,2,4,0,3,3,,,,
Tommy Ryan,512,galacticrepublic,oddball-arc170starfighter,arc170starfighter,65,3,0,0,veterantailgunner,r2a6,shieldupgrade,,,,,,,,1,6,4,3,5,,,,
Tommy Ryan,512,galacticrepublic,obiwankenobi,delta7aethersprite,67,1,0,0,delta7b,,,,,,,,,,2,3,3,3,5,,,,
Tommy Ryan,512,galacticrepublic,goji,btlbywing,37,1,0,0,ioncannonturret,,,,,,,,,,1,5,3,2,2,,,,
Tommy Ryan,512,galacticrepublic,swoop,v19torrentstarfighter,31,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Jonas Malapas,512,scumandvillainy,dalanoberos-starviperclassattackplatform,starviperclassattackplatform,86,4,0,0,advancedsensors,advprotontorpedoes,shieldupgrade,virago,,,,,,,3,4,3,3,4,,,,
Jonas Malapas,512,scumandvillainy,cartelexecutioner,m12lkimogilafighter,41,0,0,0,,,,,,,,,,,1,7,2,3,3,,,,
Jonas Malapas,512,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Jonas Malapas,512,scumandvillainy,constablezuvio,quadrijettransferspacetug,39,1,0,0,proximitymines,,,,,,,,,,2,5,0,2,4,,,,
Lionel JOURDAN,512,scumandvillainy,zealousrecruit,fangfighter,54,1,0,0,protontorpedoes,,,,,,,,,,3,4,0,3,1,,,,
Lionel JOURDAN,512,scumandvillainy,moraloeval,yv666lightfreighter,79,4,0,0,ionmissiles,l337,shieldupgrade,houndstooth,,,,,,,1,9,4,3,4,,,,
Lionel JOURDAN,512,scumandvillainy,landocalrissian-escapecraft,escapecraft,34,1,0,0,hullupgrade,,,,,,,,,,2,3,2,2,4,,,,
Lionel JOURDAN,512,scumandvillainy,constablezuvio,quadrijettransferspacetug,33,0,0,0,,,,,,,,,,,2,5,0,2,4,,,,
Tony Cameron,512,galacticempire,captainjonus,tiesabomber,71,5,0,0,composure,advprotontorpedoes,clustermissiles,concussionmissiles,clustermines,,,,,,2,6,0,2,4,,,,
Tony Cameron,512,galacticempire,inquisitor,tieadvancedv1,48,3,1,6,instinctiveaim,trajectorysimulator,concussionmissiles,,,,,,,,3,2,2,2,3,trajectorysimulator,,,
Tony Cameron,512,galacticempire,nightbeast,tielnfighter,25,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Tony Cameron,512,galacticempire,scarifbasepilot,tiereaper,55,2,0,0,darthvader,electronicbaffle,,,,,,,,,1,6,2,3,1,,,,
Kimberly Colas,512,resistance,pammichnerrogoode,resistancetransport,50,2,0,0,advancedoptics,gnkgonkdroid,,,,,,,,,1,5,3,2,3,,,,
Kimberly Colas,512,resistance,greersonnel,rz2awing,41,1,0,0,patternanalyzer,,,,,,,,,,3,2,2,2,4,,,,
Kimberly Colas,512,resistance,blacksquadronace-t70xwing,t70xwing,51,2,0,0,bbastromech,integratedsfoils,,,,,,,,,2,4,3,3,4,,,,
Kimberly Colas,512,resistance,temminwexley,t70xwing,53,1,0,0,integratedsfoils,,,,,,,,,,2,4,3,3,4,,,,
Ron Brannan,512,rebelalliance,hortonsalm,btla4ywing,63,5,0,0,debrisgambit,dorsalturret,advprotontorpedoes,connernets,hotshotgunner,,,,,,1,6,2,2,4,,,,
Ron Brannan,512,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Ron Brannan,512,rebelalliance,esegetuketu,btls8kwing,63,4,0,0,ionmissiles,hotshotgunner,niennunb,seismiccharges,,,,,,,1,6,3,2,3,,,,
Ron Brannan,512,rebelalliance,roarkgarnet,hwk290lightfreighter,49,2,0,0,informant,staticdischargevanes,,,,,,,,,2,3,2,2,4,,,,
Kyle blackman,512,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,42,1,0,0,plasmatorpedoes,,,,,,,,,,2,3,2,2,2,,,,
Kyle blackman,512,galacticrepublic,sinker,arc170starfighter,60,1,0,0,advprotontorpedoes,,,,,,,,,,1,6,3,3,3,,,,
Kyle blackman,512,galacticrepublic,oddball-btlbywing,btlbywing,49,1,0,0,ioncannonturret,,,,,,,,,,1,5,3,2,5,,,,
Kyle blackman,512,galacticrepublic,shadowsquadronveteran,btlbywing,47,2,0,0,plasmatorpedoes,afterburners,,,,,,,,,1,5,3,2,3,,,,
donfonni,512,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,48,2,0,0,firecontrolsystem,protontorpedoes,,,,,,,,,2,3,2,2,2,,,,
donfonni,512,galacticrepublic,luminaraunduli,delta7aethersprite,50,2,0,0,r4pastromech,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
donfonni,512,galacticrepublic,wolffe,arc170starfighter,62,2,0,0,c3po-republic,veterantailgunner,,,,,,,,,1,6,3,3,4,,,,
donfonni,512,galacticrepublic,r2d2,btlbywing,35,0,0,0,,,,,,,,,,,1,5,3,2,2,,,,
Malloc,512,galacticrepublic,r2d2,btlbywing,36,1,0,0,marksmanship,,,,,,,,,,1,5,3,2,2,,,,
Malloc,512,galacticrepublic,macewindu,delta7aethersprite,60,2,0,0,precognitivereflexes,stealthdevice,,,,,,,,,3,3,1,2,4,,,,
Malloc,512,galacticrepublic,ahsokatano,delta7aethersprite,53,1,0,0,r2astromech,,,,,,,,,,3,3,1,2,3,,,,
Malloc,512,galacticrepublic,ricolie,nabooroyaln1starfighter,49,1,0,0,juke,,,,,,,,,,2,3,2,2,5,,,,
Ricardo Lopez,512,firstorder,epsilonsquadroncadet,tiefofighter,31,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,1,,,,
Ricardo Lopez,512,firstorder,lieutenanttavson,upsilonclassshuttle,74,3,0,0,captainphasma,tractorbeam,firecontrolsystem,,,,,,,,1,6,6,4,3,,,,
Ricardo Lopez,512,firstorder,lieutenantlehuse,tiesffighter,49,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,5,,,,
Ricardo Lopez,512,firstorder,zetasquadronsurvivor,tiesffighter,42,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,2,,,,
Cal Neuvost,512,separatistalliance,technounionbomber,hyenaclassdroidbomber,48,4,0,0,iontorpedoes,ionmissiles,electroprotonbomb,landingstruts,,,,,,,2,5,0,2,1,,,,
Cal Neuvost,512,separatistalliance,haorchallprototype,vultureclassdroidfighter,32,3,0,0,ionmissiles,grapplingstruts,staticdischargevanes,,,,,,,,2,3,0,2,1,,,,
Cal Neuvost,512,separatistalliance,haorchallprototype,vultureclassdroidfighter,33,3,0,0,energyshellcharges,grapplingstruts,afterburners,,,,,,,,2,3,0,2,1,,,,
Cal Neuvost,512,separatistalliance,technounionbomber,hyenaclassdroidbomber,35,2,0,0,clustermissiles,drk1probedroids,,,,,,,,,2,5,0,2,1,,,,
Cal Neuvost,512,separatistalliance,berwerkret,nantexclassstarfighter,44,1,0,0,trickshot,,,,,,,,,,3,4,0,3,5,,,,
Assistant Beaker,512,scumandvillainy,4lom,g1astarfighter,55,2,0,0,zuckuss,stealthdevice,,,,,,,,,1,5,4,3,3,,,,
Assistant Beaker,512,scumandvillainy,l337,customizedyt1300lightfreighter,65,5,0,0,clustermissiles,chewbacca-crew,novicetechnician,contrabandcybernetics,landosmillenniumfalcon,,,,,,1,8,3,2,2,,,,
Assistant Beaker,512,scumandvillainy,moraloeval,yv666lightfreighter,76,3,1,6,composure,autoblasters,jabbathehutt,,,,,,,,1,9,3,3,4,jabbathehutt,,,
Jon Feucht,512,galacticempire,blacksquadronscout,tieskstriker,36,2,1,1,ruthless,delayedfuses,,,,,,,,,2,4,0,3,3,delayedfuses,,,
Jon Feucht,512,galacticempire,nusquadronpilot,alphaclassstarwing,45,2,0,0,protontorpedoes,os1arsenalloadout,,,,,,,,,2,4,3,2,2,,,,
Jon Feucht,512,galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,
Jon Feucht,512,galacticempire,gammasquadronace,tiesabomber,39,1,0,0,plasmatorpedoes,,,,,,,,,,2,6,0,2,3,,,,
Jon Feucht,512,galacticempire,captainferoph,tiereaper,47,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,
Stephen Downs,512,firstorder,zetasquadronsurvivor,tiesffighter,47,2,0,0,homingmissiles,specialforcesgunner,,,,,,,,,2,3,3,2,2,,,,
Stephen Downs,512,firstorder,quickdraw,tiesffighter,55,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,6,,,,
Stephen Downs,512,firstorder,zetasquadronsurvivor,tiesffighter,35,2,1,1,firecontrolsystem,munitionsfailsafe,,,,,,,,,2,3,3,2,2,munitionsfailsafe,,,
Stephen Downs,512,firstorder,muse,tiefofighter,35,2,0,0,crackshot,advancedoptics,,,,,,,,,3,3,1,2,2,,,,
Stephen Downs,512,firstorder,omegasquadronace,tiefofighter,28,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,
PsychJ7,512,firstorder,zetasquadronsurvivor,tiesffighter,37,2,1,1,ionmissiles,delayedfuses,,,,,,,,,2,3,3,2,2,delayedfuses,,,
PsychJ7,512,firstorder,epsilonsquadroncadet,tiefofighter,25,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,
PsychJ7,512,firstorder,omegasquadronexpert,tiesffighter,37,1,0,0,passivesensors,,,,,,,,,,2,3,3,2,3,,,,
PsychJ7,512,firstorder,rush,tievnsilencer,57,0,0,0,,,,,,,,,,,3,4,2,3,2,,,,
PsychJ7,512,firstorder,omegasquadronexpert,tiesffighter,34,0,0,0,,,,,,,,,,,2,3,3,2,3,,,,
Josh Dunne,512,scumandvillainy,dacebonearm,hwk290lightfreighter,65,3,0,0,landocalrissian-crew,afterburners,moldycrow,,,,,,,,2,3,2,2,4,,,,
Josh Dunne,512,scumandvillainy,lokrevenant,scurrgh6bomber,61,4,0,0,ioncannonturret,proximitymines,havoc,passivesensors,,,,,,,1,6,4,3,2,,,,
Josh Dunne,512,scumandvillainy,lattsrazzi,yv666lightfreighter,72,3,0,0,clustermissiles,chewbacca-crew,dengar,,,,,,,,1,9,3,3,3,,,,
Douglas Foglein,512,separatistalliance,066,sithinfiltrator,70,4,0,0,lonewolf,autoblasters,informant,ionbombs,,,,,,,1,6,4,3,3,,,,
Douglas Foglein,512,separatistalliance,skakoanace,belbullab22starfighter,49,2,0,0,tv94,soullessone,,,,,,,,,2,5,2,3,3,,,,
Douglas Foglein,512,separatistalliance,bombardmentdrone,hyenaclassdroidbomber,31,1,0,0,electronicbaffle,,,,,,,,,,2,5,0,2,3,,,,
Douglas Foglein,512,separatistalliance,separatistdrone,vultureclassdroidfighter,22,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Douglas Foglein,512,separatistalliance,haorchallprototype,vultureclassdroidfighter,25,1,0,0,discordmissiles,,,,,,,,,,2,3,0,2,1,,,,
Andrew Neusch,512,galacticempire,vizier,tiereaper,64,2,0,0,cienaree,grandinquisitor,,,,,,,,,1,6,2,3,2,,,,
Andrew Neusch,512,galacticempire,turrphennir,tieininterceptor,46,2,1,1,intimidation,delayedfuses,,,,,,,,,3,3,0,3,4,delayedfuses,,,
Andrew Neusch,512,galacticempire,redline,tiecapunisher,89,7,0,0,firecontrolsystem,advprotontorpedoes,protonrockets,clustermissiles,proximitymines,protonbombs,angleddeflectors,,,,1,6,2,2,5,,,,
Keith Wong,512,galacticempire,deathrain,tiecapunisher,49,1,0,0,clustermissiles,,,,,,,,,,1,6,3,2,4,,,,
Keith Wong,512,galacticempire,patrolleader,vt49decimator,71,1,0,0,dauntless,,,,,,,,,,0,12,4,3,2,,,,
Keith Wong,512,galacticempire,captainoicunn,vt49decimator,79,1,0,0,agentkallus,,,,,,,,,,0,12,4,3,3,,,,
jamaicanlumberjack,512,galacticempire,duchess,tieskstriker,58,3,1,1,trickshot,fifthbrother,munitionsfailsafe,,,,,,,,2,4,0,3,5,munitionsfailsafe,,,
jamaicanlumberjack,512,galacticempire,grandinquisitor,tieadvancedv1,67,3,1,6,foresight,trajectorysimulator,clustermissiles,,,,,,,,3,2,2,2,5,trajectorysimulator,,,
jamaicanlumberjack,512,galacticempire,lieutenantsai,lambdaclasst4ashuttle,73,5,1,6,trajectorysimulator,heavylasercannon,agentkallus,staticdischargevanes,st321,,,,,,1,6,4,3,3,trajectorysimulator,,,
SteveTheFifth,512,resistance,r1j5,fireball,35,1,0,0,ga97,,,,,,,,,,2,6,0,2,1,,,,
SteveTheFifth,512,resistance,ronithblario,rz2awing,34,0,0,0,,,,,,,,,,,3,2,2,2,2,,,,
SteveTheFifth,512,resistance,kazudaxiono,fireball,42,1,0,0,kazsfireball,,,,,,,,,,2,6,0,2,4,,,,
SteveTheFifth,512,resistance,paigetico,mg100starfortress,60,0,0,0,,,,,,,,,,,1,9,3,3,5,,,,
SteveTheFifth,512,resistance,colossusstationmechanic,fireball,26,0,0,0,,,,,,,,,,,2,6,0,2,2,,,,
Johan Bisenius,512,rebelalliance,arvelcrynyd,rz1awing,43,2,0,0,outmaneuver,intimidation,,,,,,,,,3,2,2,2,3,,,,
Johan Bisenius,512,rebelalliance,norrawexley-btla4ywing,btla4ywing,64,3,0,0,ioncannonturret,clustermines,veteranturretgunner,,,,,,,,1,6,2,2,5,,,,
Johan Bisenius,512,rebelalliance,janors,hwk290lightfreighter,50,2,0,0,seismiccharges,afterburners,,,,,,,,,2,3,2,2,5,,,,
Johan Bisenius,512,rebelalliance,partisanrenegade,ut60duwing,43,1,0,0,pivotwing,,,,,,,,,,2,5,3,3,1,,,,
Micheal Wells,512,scumandvillainy,emonazzameen,firesprayclasspatrolcraft,98,5,0,0,lonewolf,homingmissiles,clustermines,proximitymines,andrasta,,,,,,2,6,4,3,4,,,,
Micheal Wells,512,scumandvillainy,g4rgorvm,m3ainterceptor,28,0,0,0,,,,,,,,,,,3,3,1,2,0,,,,
Micheal Wells,512,scumandvillainy,asajjventress,lancerclasspursuitcraft,72,0,0,0,,,,,,,,,,,2,8,2,3,4,,,,
Jason Pint,512,scumandvillainy,torkilmux,hwk290lightfreighter,65,3,0,0,ig88d,shieldupgrade,moldycrow,,,,,,,,2,3,3,2,2,,,,
Jason Pint,512,scumandvillainy,princexizor,starviperclassattackplatform,64,2,0,0,snapshot,passivesensors,,,,,,,,,3,4,1,3,4,,,,
Jason Pint,512,scumandvillainy,ndrusuhlak,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Jason Pint,512,scumandvillainy,gandfindsman,g1astarfighter,41,0,0,0,,,,,,,,,,,1,5,4,3,1,,,,
Christopher Spenner,512,firstorder,tn3465,tiefofighter,35,1,0,0,hullupgrade,,,,,,,,,,3,4,1,2,2,,,,
Christopher Spenner,512,firstorder,holo,tiebainterceptor,59,2,1,1,swarmtactics,delayedfuses,,,,,,,,,3,2,2,3,5,delayedfuses,,,
Christopher Spenner,512,firstorder,muse,tiefofighter,36,1,0,0,squadleader,,,,,,,,,,3,3,1,2,2,,,,
Christopher Spenner,512,firstorder,zetasquadronsurvivor,tiesffighter,38,1,0,0,targetingsynchronizer,,,,,,,,,,2,3,3,2,2,,,,
Christopher Spenner,512,firstorder,longshot,tiefofighter,31,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,
Patrick Meier,512,rebelalliance,cassianandor,ut60duwing,62,5,1,1,selfless,firecontrolsystem,seasonednavigator,delayedfuses,pivotwing,,,,,,2,5,3,3,3,delayedfuses,,,
Patrick Meier,512,rebelalliance,kylekatarn,hwk290lightfreighter,52,3,0,0,trickshot,ionbombs,perceptivecopilot,,,,,,,,2,3,2,2,3,,,,
Patrick Meier,512,rebelalliance,captainrex,tielnfighter,31,1,1,1,munitionsfailsafe,,,,,,,,,,3,3,0,2,2,munitionsfailsafe,,,
Patrick Meier,512,rebelalliance,braylenstramm,asf01bwing,52,0,0,0,,,,,,,,,,,1,4,4,3,4,,,,
Patrick Huffman,512,scumandvillainy,moraloeval,yv666lightfreighter,94,8,0,0,lonewolf,concussionmissiles,zuckuss,novicetechnician,dengar,contrabandcybernetics,electronicbaffle,houndstooth,,,1,9,3,3,4,,,,
Patrick Huffman,512,scumandvillainy,drearenthal,btla4ywing,63,4,0,0,intimidation,dorsalturret,bt1,ionbombs,,,,,,,1,6,2,2,4,,,,
Patrick Huffman,512,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,35,1,0,0,outmaneuver,,,,,,,,,,2,2,2,2,4,,,,
Patrick Huffman,512,scumandvillainy,nashtahpup,z95af4headhunter,6,0,0,0,,,,,,,,,,,2,2,2,2,0,,,,
Steffen Lydvo,512,galacticempire,majorvynder,alphaclassstarwing,72,6,1,0,swarmtactics,collisiondetector,protontorpedoes,protonrockets,electronicbaffle,xg1assaultconfiguration,,,,,2,4,3,2,4,xg1assaultconfiguration,,,
Steffen Lydvo,512,galacticempire,vizier,tiereaper,57,2,0,0,perceptivecopilot,stealthdevice,,,,,,,,,1,6,2,3,2,,,,
Steffen Lydvo,512,galacticempire,whisper,tiephphantom,71,2,0,0,elusive,fifthbrother,,,,,,,,,2,3,2,3,5,,,,
Dave Laffan,512,separatistalliance,precisehunter,vultureclassdroidfighter,29,2,0,0,homingmissiles,grapplingstruts,,,,,,,,,2,3,0,2,3,,,,
Dave Laffan,512,separatistalliance,generalgrievous,belbullab22starfighter,56,2,0,0,outmaneuver,soullessone,,,,,,,,,2,5,2,3,4,,,,
Dave Laffan,512,separatistalliance,dbs32c,hyenaclassdroidbomber,45,1,0,0,tv94,,,,,,,,,,2,5,0,2,3,,,,
Dave Laffan,512,separatistalliance,dfs311,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,
Dave Laffan,512,separatistalliance,separatistdrone,vultureclassdroidfighter,22,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Dave Laffan,512,separatistalliance,precisehunter,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,
tomasz szyszka,512,galacticempire,rexlerbrath,tieddefender,99,3,0,0,advancedsensors,autoblasters,homingmissiles,,,,,,,,3,3,4,3,5,,,,
tomasz szyszka,512,galacticempire,redline,tiecapunisher,70,2,0,0,concussionmissiles,electroprotonbomb,,,,,,,,,1,6,3,2,5,,,,
tomasz szyszka,512,galacticempire,valenrudor,tielnfighter,27,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Jeff Wake,512,firstorder,omegasquadronace,tiefofighter,37,2,0,0,intimidation,afterburners,,,,,,,,,3,3,1,2,3,,,,
Jeff Wake,512,firstorder,midnight,tiefofighter,46,1,0,0,advancedoptics,,,,,,,,,,3,3,1,2,6,,,,
Jeff Wake,512,firstorder,omegasquadronace,tiefofighter,41,2,0,0,squadleader,patternanalyzer,,,,,,,,,3,3,1,2,3,,,,
Jeff Wake,512,firstorder,blackout,tievnsilencer,76,2,0,0,outmaneuver,protonrockets,,,,,,,,,3,4,2,3,5,,,,
Catchyslim,512,galacticempire,captainoicunn,vt49decimator,90,2,0,0,moffjerjerrod,agilegunner,,,,,,,,,0,12,4,3,3,,,,
Catchyslim,512,galacticempire,omicrongrouppilot,lambdaclasst4ashuttle,54,4,0,0,jammingbeam,novicetechnician,hullupgrade,st321,,,,,,,1,7,4,3,1,,,,
Catchyslim,512,galacticempire,vizier,tiereaper,54,1,0,0,seventhsister,,,,,,,,,,1,6,2,3,2,,,,
Stephan Wehr,512,scumandvillainy,freightercaptain,customizedyt1300lightfreighter,53,2,0,0,ig88d,riggedcargochute,,,,,,,,,1,8,3,2,1,,,,
Stephan Wehr,512,scumandvillainy,nomlumb,jumpmaster5000,44,1,0,0,ioncannon,,,,,,,,,,2,6,3,2,1,,,,
Stephan Wehr,512,scumandvillainy,shadowporthunter,lancerclasspursuitcraft,56,0,0,0,,,,,,,,,,,2,8,2,3,2,,,,
Stephan Wehr,512,scumandvillainy,freightercaptain,customizedyt1300lightfreighter,46,0,0,0,,,,,,,,,,,1,8,3,2,1,,,,
Michaël Juneau,512,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,32,1,0,0,homingmissiles,,,,,,,,,,2,5,0,2,3,,,,
Michaël Juneau,512,galacticrepublic,kickback,v19torrentstarfighter,38,2,0,0,marksmanship,ionmissiles,,,,,,,,,2,5,0,2,4,,,,
Michaël Juneau,512,galacticrepublic,anakinskywalker,delta7aethersprite,78,3,0,0,foresight,c110p,calibratedlasertargeting,,,,,,,,3,3,1,2,6,,,,
Michaël Juneau,512,galacticrepublic,plokoon,delta7aethersprite,48,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,5,,,,
Joey Crespino,512,firstorder,backdraft,tiesffighter,53,3,0,0,crackshot,primedthrusters,homingmissiles,,,,,,,,2,3,3,2,4,,,,
Joey Crespino,512,firstorder,starkillerbasepilot,upsilonclassshuttle,91,5,0,0,deuteriumpowercells,gnkgonkdroid,seasonednavigator,jammingbeam,advancedsensors,,,,,,1,6,6,4,2,,,,
Joey Crespino,512,firstorder,firstorderprovocateur,tiebainterceptor,54,1,0,0,deuteriumpowercells,,,,,,,,,,3,2,2,3,3,,,,
Morgan Sanders,512,galacticempire,onyxsquadronace,tieddefender,98,4,1,6,juke,trajectorysimulator,heavylasercannon,concussionmissiles,,,,,,,3,3,4,3,4,trajectorysimulator,,,
Morgan Sanders,512,galacticempire,doubleedge,tieagaggressor,45,3,0,0,ioncannonturret,concussionmissiles,homingmissiles,,,,,,,,2,4,1,2,2,,,,
Morgan Sanders,512,galacticempire,turrphennir,tieininterceptor,57,2,0,0,snapshot,shieldupgrade,,,,,,,,,3,3,1,3,4,,,,
Jason Hall,512,rebelalliance,chewbacca,modifiedyt1300lightfreighter,80,2,0,0,concussionmissiles,hullupgrade,,,,,,,,,1,9,5,3,4,,,,
Jason Hall,512,rebelalliance,zeborrelios,attackshuttle,37,1,0,0,hullupgrade,,,,,,,,,,2,4,1,3,2,,,,
Jason Hall,512,rebelalliance,leevantenza,t65xwing,44,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,3,,,,
Jason Hall,512,rebelalliance,cavernangelszealot,t65xwing,39,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,1,,,,
Travis Johnson ,512,galacticempire,majorvynder,alphaclassstarwing,67,6,0,0,elusive,passivesensors,protontorpedoes,ionmissiles,advancedslam,os1arsenalloadout,,,,,2,4,3,2,4,,,,
Travis Johnson ,512,galacticempire,idenversio,tielnfighter,41,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Travis Johnson ,512,galacticempire,coloneljendon,lambdaclasst4ashuttle,55,2,0,0,hullupgrade,st321,,,,,,,,,1,7,4,3,3,,,,
Travis Johnson ,512,galacticempire,blacksquadronscout,tieskstriker,34,0,0,0,,,,,,,,,,,2,4,0,3,3,,,,
Neal Duffy,512,rebelalliance,evaanverlaine,btla4ywing,45,2,1,2,squadleader,skilledbombardier,,,,,,,,,1,6,2,2,3,skilledbombardier,,,
Neal Duffy,512,rebelalliance,corranhorn,ewing,66,0,0,0,,,,,,,,,,,3,3,3,3,5,,,,
Neal Duffy,512,rebelalliance,zeborrelios-sheathipedeclassshuttle,sheathipedeclassshuttle,34,1,0,0,phantom,,,,,,,,,,2,4,1,2,2,,,,
Neal Duffy,512,rebelalliance,esegetuketu,btls8kwing,52,1,0,0,perceptivecopilot,,,,,,,,,,1,6,3,2,3,,,,
SamTinSquadron,512,galacticempire,majorvermeil,tiereaper,70,4,0,0,marksmanship,agentkallus,grandinquisitor,tacticalscrambler,,,,,,,1,6,2,3,4,,,,
SamTinSquadron,512,galacticempire,doubleedge,tieagaggressor,33,2,1,1,dorsalturret,munitionsfailsafe,,,,,,,,,2,4,1,2,2,munitionsfailsafe,,,
SamTinSquadron,512,galacticempire,onyxsquadronscout,tieagaggressor,40,2,0,0,ioncannonturret,protonrockets,,,,,,,,,2,4,1,2,3,,,,
SamTinSquadron,512,galacticempire,vizier,tiereaper,56,1,0,0,emperorpalpatine,,,,,,,,,,1,6,2,3,2,,,,
Virgil Hayward,512,scumandvillainy,kavil,btla4ywing,57,2,0,0,protontorpedoes,greedo,,,,,,,,,1,6,2,2,5,,,,
Virgil Hayward,512,scumandvillainy,constablezuvio,quadrijettransferspacetug,46,2,0,0,patternanalyzer,clustermines,,,,,,,,,2,5,0,2,4,,,,
Virgil Hayward,512,scumandvillainy,foremanproach,modifiedtielnfighter,39,1,0,0,snapshot,,,,,,,,,,3,3,0,2,4,,,,
Virgil Hayward,512,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Virgil Hayward,512,scumandvillainy,landocalrissian-escapecraft,escapecraft,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
William Scott,512,galacticempire,deltasquadronpilot,tieddefender,72,1,0,0,homingmissiles,,,,,,,,,,3,3,4,3,1,,,,
William Scott,512,galacticempire,puresabacc,tieskstriker,59,3,0,0,ruthless,fifthbrother,seismiccharges,,,,,,,,2,4,0,3,4,,,,
William Scott,512,galacticempire,lieutenantkestal,tieagaggressor,36,1,0,0,homingmissiles,,,,,,,,,,2,4,1,2,4,,,,
William Scott,512,galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,
Nicholas Allard,512,firstorder,backdraft,tiesffighter,45,1,0,0,stealthdevice,,,,,,,,,,2,3,3,2,4,,,,
Nicholas Allard,512,firstorder,quickdraw,tiesffighter,57,2,0,0,specialforcesgunner,electronicbaffle,,,,,,,,,2,3,3,2,6,,,,
Nicholas Allard,512,firstorder,commandermalarus,tiefofighter,38,0,0,0,,,,,,,,,,,3,3,1,2,5,,,,
